   UT, hrs       ALT, km       Ne, el/m^3  
    20.60          355.0     1.416e+11 
    20.60          360.0     1.377e+11 
    20.60          365.0     1.334e+11 
    20.60          370.0     1.292e+11 
    20.60          375.0     1.252e+11 
    20.60          380.0     1.215e+11 
    20.60          385.0     1.179e+11 
    20.60          390.0     1.146e+11 
    20.60          395.0     1.114e+11 
    20.60          400.0     1.082e+11 
    20.60          405.0     1.050e+11 
    20.60          410.0     1.020e+11 
    20.60          415.0     9.905e+10 
    20.60          420.0     9.607e+10 
    20.60          425.0     9.343e+10 
    20.60          430.0     9.108e+10 
    20.60          435.0     8.904e+10 
    20.60          440.0     8.750e+10 
    20.60          445.0     8.642e+10 
    20.60          450.0     8.548e+10 
    20.60          455.0     8.462e+10 
    20.60          460.0     8.326e+10 
    20.60          465.0     8.119e+10 
    20.60          470.0     7.849e+10 
    20.60          475.0     7.516e+10 
    20.60          480.0     7.150e+10 
    20.60          485.0     6.805e+10 
    20.60          490.0     6.484e+10 
    20.60          495.0     6.214e+10 
    20.60          500.0     6.005e+10 
    20.60          505.0     5.832e+10 
    20.60          510.0     5.698e+10 
    20.60          515.0     5.636e+10 
    20.60          520.0     5.617e+10 
    20.60          525.0     5.630e+10 
    20.60          530.0     5.678e+10 
    20.60          535.0     5.768e+10 
    20.60          540.0     5.867e+10 
    20.60          545.0     5.960e+10 
    20.60          550.0     5.971e+10 
    20.60          555.0     5.895e+10 
    20.60          560.0     5.725e+10 
    20.60          565.0     5.477e+10 
    20.60          570.0     5.155e+10 
    20.60          575.0     4.838e+10 
    20.60          580.0     4.531e+10 
    20.60          585.0     4.385e+10 
    20.60          590.0     4.228e+10 
    20.60          595.0     4.073e+10 
    20.60          600.0     3.925e+10 
    20.70           90.0     7.375e+10 
    20.70           95.0     8.235e+10 
    20.70          100.0     8.902e+10 
    20.70          105.0     9.330e+10 
    20.70          110.0     9.692e+10 
    20.70          115.0     1.043e+11 
    20.70          120.0     1.086e+11 
    20.70          125.0     1.122e+11 
    20.70          130.0     1.160e+11 
    20.70          135.0     1.204e+11 
    20.70          140.0     1.276e+11 
    20.70          145.0     1.365e+11 
    20.70          150.0     1.456e+11 
    20.70          155.0     1.580e+11 
    20.70          160.0     1.651e+11 
    20.70          165.0     1.711e+11 
    20.70          170.0     1.747e+11 
    20.70          175.0     1.751e+11 
    20.70          180.0     1.709e+11 
    20.70          185.0     1.709e+11 
    20.70          190.0     1.706e+11 
    20.70          195.0     1.741e+11 
    20.70          200.0     1.796e+11 
    20.70          205.0     1.856e+11 
    20.70          210.0     1.911e+11 
    20.70          215.0     1.969e+11 
    20.70          220.0     2.009e+11 
    20.70          225.0     2.057e+11 
    20.70          230.0     2.117e+11 
    20.70          235.0     2.190e+11 
    20.70          240.0     2.257e+11 
    20.70          245.0     2.311e+11 
    20.70          250.0     2.356e+11 
    20.70          255.0     2.394e+11 
    20.70          260.0     2.417e+11 
    20.70          265.0     2.421e+11 
    20.70          270.0     2.413e+11 
    20.70          275.0     2.394e+11 
    20.70          280.0     2.359e+11 
    20.70          285.0     2.316e+11 
    20.70          290.0     2.270e+11 
    20.70          295.0     2.219e+11 
    20.70          300.0     2.162e+11 
    20.70          305.0     2.100e+11 
    20.70          310.0     2.035e+11 
    20.70          315.0     1.966e+11 
    20.70          320.0     1.895e+11 
    20.70          325.0     1.826e+11 
    20.70          330.0     1.758e+11 
    20.70          335.0     1.697e+11 
    20.70          340.0     1.642e+11 
    20.70          345.0     1.591e+11 
    20.70          350.0     1.546e+11 
    20.70          355.0     1.505e+11 
    20.70          360.0     1.465e+11 
    20.70          365.0     1.425e+11 
    20.70          370.0     1.385e+11 
    20.70          375.0     1.345e+11 
    20.70          380.0     1.305e+11 
    20.70          385.0     1.266e+11 
    20.70          390.0     1.228e+11 
    20.70          395.0     1.192e+11 
    20.70          400.0     1.157e+11 
    20.70          405.0     1.123e+11 
    20.70          410.0     1.090e+11 
    20.70          415.0     1.056e+11 
    20.70          420.0     1.022e+11 
    20.70          425.0     9.956e+10 
    20.70          430.0     9.759e+10 
    20.70          435.0     9.632e+10 
    20.70          440.0     9.560e+10 
    20.70          445.0     9.518e+10 
    20.70          450.0     9.447e+10 
    20.70          455.0     9.345e+10 
    20.70          460.0     9.152e+10 
    20.70          465.0     8.882e+10 
    20.70          470.0     8.548e+10 
    20.70          475.0     8.163e+10 
    20.70          480.0     7.750e+10 
    20.70          485.0     7.372e+10 
    20.70          490.0     7.030e+10 
    20.70          495.0     6.748e+10 
    20.70          500.0     6.522e+10 
    20.70          505.0     6.328e+10 
    20.70          510.0     6.171e+10 
    20.70          515.0     6.077e+10 
    20.70          520.0     6.022e+10 
    20.70          525.0     5.998e+10 
    20.70          530.0     6.000e+10 
    20.70          535.0     6.020e+10 
    20.70          540.0     6.030e+10 
    20.70          545.0     6.032e+10 
    20.70          550.0     5.986e+10 
    20.70          555.0     5.898e+10 
    20.70          560.0     5.770e+10 
    20.70          565.0     5.599e+10 
    20.70          570.0     5.380e+10 
    20.70          575.0     5.152e+10 
    20.70          580.0     4.915e+10 
    20.70          585.0     4.794e+10 
    20.70          590.0     4.669e+10 
    20.70          595.0     4.543e+10 
    20.70          600.0     4.417e+10 
    20.80           90.0     7.298e+10 
    20.80           95.0     8.075e+10 
    20.80          100.0     8.726e+10 
    20.80          105.0     9.173e+10 
    20.80          110.0     9.557e+10 
    20.80          115.0     1.028e+11 
    20.80          120.0     1.074e+11 
    20.80          125.0     1.106e+11 
    20.80          130.0     1.140e+11 
    20.80          135.0     1.180e+11 
    20.80          140.0     1.248e+11 
    20.80          145.0     1.330e+11 
    20.80          150.0     1.427e+11 
    20.80          155.0     1.556e+11 
    20.80          160.0     1.626e+11 
    20.80          165.0     1.689e+11 
    20.80          170.0     1.727e+11 
    20.80          175.0     1.728e+11 
    20.80          180.0     1.684e+11 
    20.80          185.0     1.686e+11 
    20.80          190.0     1.687e+11 
    20.80          195.0     1.727e+11 
    20.80          200.0     1.783e+11 
    20.80          205.0     1.847e+11 
    20.80          210.0     1.907e+11 
    20.80          215.0     1.969e+11 
    20.80          220.0     2.015e+11 
    20.80          225.0     2.072e+11 
    20.80          230.0     2.136e+11 
    20.80          235.0     2.211e+11 
    20.80          240.0     2.281e+11 
    20.80          245.0     2.337e+11 
    20.80          250.0     2.383e+11 
    20.80          255.0     2.425e+11 
    20.80          260.0     2.455e+11 
    20.80          265.0     2.464e+11 
    20.80          270.0     2.461e+11 
    20.80          275.0     2.447e+11 
    20.80          280.0     2.415e+11 
    20.80          285.0     2.372e+11 
    20.80          290.0     2.326e+11 
    20.80          295.0     2.275e+11 
    20.80          300.0     2.216e+11 
    20.80          305.0     2.153e+11 
    20.80          310.0     2.084e+11 
    20.80          315.0     2.013e+11 
    20.80          320.0     1.941e+11 
    20.80          325.0     1.870e+11 
    20.80          330.0     1.801e+11 
    20.80          335.0     1.740e+11 
    20.80          340.0     1.684e+11 
    20.80          345.0     1.634e+11 
    20.80          350.0     1.589e+11 
    20.80          355.0     1.549e+11 
    20.80          360.0     1.508e+11 
    20.80          365.0     1.468e+11 
    20.80          370.0     1.428e+11 
    20.80          375.0     1.387e+11 
    20.80          380.0     1.346e+11 
    20.80          385.0     1.304e+11 
    20.80          390.0     1.264e+11 
    20.80          395.0     1.225e+11 
    20.80          400.0     1.188e+11 
    20.80          405.0     1.153e+11 
    20.80          410.0     1.120e+11 
    20.80          415.0     1.085e+11 
    20.80          420.0     1.050e+11 
    20.80          425.0     1.022e+11 
    20.80          430.0     1.000e+11 
    20.80          435.0     9.874e+10 
    20.80          440.0     9.811e+10 
    20.80          445.0     9.790e+10 
    20.80          450.0     9.731e+10 
    20.80          455.0     9.617e+10 
    20.80          460.0     9.397e+10 
    20.80          465.0     9.093e+10 
    20.80          470.0     8.729e+10 
    20.80          475.0     8.327e+10 
    20.80          480.0     7.921e+10 
    20.80          485.0     7.551e+10 
    20.80          490.0     7.223e+10 
    20.80          495.0     6.953e+10 
    20.80          500.0     6.734e+10 
    20.80          505.0     6.545e+10 
    20.80          510.0     6.388e+10 
    20.80          515.0     6.289e+10 
    20.80          520.0     6.227e+10 
    20.80          525.0     6.179e+10 
    20.80          530.0     6.153e+10 
    20.80          535.0     6.149e+10 
    20.80          540.0     6.129e+10 
    20.80          545.0     6.084e+10 
    20.80          550.0     6.007e+10 
    20.80          555.0     5.895e+10 
    20.80          560.0     5.740e+10 
    20.80          565.0     5.545e+10 
    20.80          570.0     5.320e+10 
    20.80          575.0     5.090e+10 
    20.80          580.0     4.875e+10 
    20.80          585.0     4.761e+10 
    20.80          590.0     4.649e+10 
    20.80          595.0     4.550e+10 
    20.80          600.0     4.485e+10 
    20.90           90.0     7.105e+10 
    20.90           95.0     7.839e+10 
    20.90          100.0     8.502e+10 
    20.90          105.0     8.981e+10 
    20.90          110.0     9.394e+10 
    20.90          115.0     1.012e+11 
    20.90          120.0     1.060e+11 
    20.90          125.0     1.089e+11 
    20.90          130.0     1.120e+11 
    20.90          135.0     1.156e+11 
    20.90          140.0     1.219e+11 
    20.90          145.0     1.296e+11 
    20.90          150.0     1.399e+11 
    20.90          155.0     1.529e+11 
    20.90          160.0     1.601e+11 
    20.90          165.0     1.666e+11 
    20.90          170.0     1.708e+11 
    20.90          175.0     1.706e+11 
    20.90          180.0     1.659e+11 
    20.90          185.0     1.665e+11 
